DGUID,Total_jobs_125,HHI_125
2021S051235060767,757050,977.42
2021S051235060768,759070,978.04
2021S051235060771,753710,977.67
2021S051235060773,751305,978.27
2021S051235060774,752075,978.42
2021S051235060775,750620,978.2
2021S051235060777,745840,978.6
2021S051235060778,747315,978.49
2021S051235060779,747315,978.49
2021S051235060780,745970,978.59
2021S051235060781,745840,978.6
2021S051235060782,745840,978.6
2021S051235060783,745840,978.6
2021S051235060784,745840,978.6
2021S051235060785,744660,978.95
2021S051235060786,744660,978.95
2021S051235060787,743835,979.24
2021S051235060789,745060,978.78
2021S051235060790,745840,978.6
2021S051235060792,745530,978.72
2021S051235060793,745185,978.77
2021S051235060794,745185,978.77
2021S051235060795,745185,978.77
2021S051235060796,744960,978.82
2021S051235060797,745420,978.82
2021S051235060798,745315,978.76
2021S051235060799,747695,978.58
2021S051235060800,747040,978.76
2021S051235060801,748280,978.71
2021S051235060802,749260,978.36
2021S051235060815,740500,978.07
2021S051235060816,739570,978.33
2021S051235060817,740500,978.07
2021S051235060818,742855,979.09
2021S051235060819,742855,979.09
2021S051235060820,743610,979.38
2021S051235060823,726510,979.63
2021S051235060833,748610,978.55
2021S051235060834,740410,979.49
2021S051235060835,740115,979.57
2021S051235060836,742230,978.83
2021S051235060837,743570,979.07
2021S051235060838,745900,978.97
2021S051235060840,741170,979.17
2021S051235060841,738585,979.74
2021S051235060842,740450,979.45
2021S051235060843,784480,974.2
2021S051235060844,767085,975.55
2021S051235060845,759970,976.96
2021S051235060860,722795,980.44
2021S051235060861,722210,980.49
2021S051235060862,722960,980.38
2021S051235060864,723780,980.4
2021S051235060865,724885,980.38
2021S051235060866,724885,980.38
2021S051235060867,725845,980.4
2021S051235060868,726840,980.1
2021S051235060869,726840,980.1
2021S051235060870,726065,980.24
2021S051235060871,726640,980.15
2021S051235060872,727415,980.01
2021S051235060874,728065,979.84
2021S051235060875,728205,979.78
2021S051235060876,727865,979.82
2021S051235060877,726415,979.93
2021S051235060885,723780,980.4
2021S051235060888,723535,980.28
2021S051235060889,722960,980.38
2021S051235060890,723535,980.28
2021S051235060891,727910,980.1
2021S051235060892,727910,980.1
2021S051235060893,726380,980.32
2021S051235060894,727370,980.01
2021S051235060895,726620,980.26
2021S051235060898,727495,980.21
2021S051235060899,727690,980.26
2021S051235060902,726935,980.2
2021S051235060903,727105,980.15
2021S051235060904,726210,980.26
2021S051235060905,725870,980.3
2021S051235060906,725280,980.46
2021S051235060907,725620,980.42
2021S051235060908,725980,980.32
2021S051235060909,725695,980.7
2021S051235060910,724330,980.63
2021S051235060911,724100,980.97
2021S051235060912,723675,981.06
2021S051235060913,722945,981.02
2021S051235060914,722970,981.1
2021S051235060915,722610,981.2
2021S051235060916,722115,981.29
2021S051235060917,722030,981.3
2021S051235060918,721530,981.38
2021S051235060921,721085,981.46
2021S051235060922,719785,981.52
2021S051235060923,719460,981.65
2021S051235060924,719335,981.67
2021S051235060925,718890,981.56
2021S051235060926,719265,981.45
2021S051235060929,720405,981.44
2021S051235060930,720825,981.32
2021S051235060931,721830,981.21
2021S051235060934,722095,981.12
2021S051235060935,724135,980.72
2021S051235060936,723370,980.93
2021S051235060937,722815,981.04
2021S051235060938,719425,981.11
2021S051235060939,721455,980.63
2021S051235060940,722030,980.63
2021S051235060941,721765,980.57
2021S051235060942,722750,980.54
2021S051235060944,722945,980.46
2021S051235060945,723420,980.39
2021S051235060953,721430,980.71
2021S051235060954,721765,980.57
2021S051235060955,720535,980.74
2021S051235060956,720285,980.7
2021S051235060957,722390,981.23
2021S051235060961,723185,981.29
2021S051235060968,724465,981.19
2021S051235060970,724945,981.11
2021S051235060972,725630,981.02
2021S051235060973,725220,981.1
2021S051235060974,725530,980.97
2021S051235060975,725035,981.08
2021S051235060976,724545,981.16
2021S051235060977,724420,981.14
2021S051235060978,724235,981.13
2021S051235060979,724730,981.01
2021S051235060984,724235,981.13
2021S051235060985,724235,981.13
2021S051235060986,723890,981.19
2021S051235060987,723890,981.19
2021S051235060988,723665,981.24
2021S051235060989,723665,981.24
2021S051235060990,724235,981.13
2021S051235060991,723045,981.35
2021S051235061001,721200,981.43
2021S051235061018,724730,981.01
2021S051235061019,724730,981.01
2021S051235061020,724730,981.01
2021S051235061026,725470,980.66
2021S051235061027,725220,980.93
2021S051235061030,724730,981.01
2021S051235061031,725530,980.97
2021S051235061033,724775,980.95
2021S051235061034,727855,980.53
2021S051235061035,728175,980.25
2021S051235061036,727800,980.25
2021S051235061039,729640,979.98
2021S051235061041,729855,979.95
2021S051235061042,730340,979.83
2021S051235061043,729855,979.95
2021S051235061044,729855,979.95
2021S051235061045,729630,980
2021S051235061046,729995,979.89
2021S051235061047,729360,980.03
2021S051235061051,728740,980.21
2021S051235061053,728080,980.25
2021S051235061054,727475,980.29
2021S051235061055,727220,980.28
2021S051235061056,727715,980.05
2021S051235061057,727910,980.1
2021S051235061067,731775,979.34
2021S051235061069,732915,979.1
2021S051235061070,732915,979.1
2021S051235061071,732915,979.1
2021S051235061072,732915,979.1
2021S051235061073,733140,979.13
2021S051235061074,732915,979.1
2021S051235061075,733140,979.13
2021S051235061076,733140,979.13
2021S051235061077,733140,979.13
2021S051235061078,734135,979.28
2021S051235061079,733140,979.13
2021S051235061080,733140,979.13
2021S051235061081,733565,979.06
2021S051235061082,733140,979.13
2021S051235061083,733140,979.13
2021S051235061084,732915,979.1
2021S051235061085,732915,979.1
2021S051235061086,732915,979.1
2021S051235061087,732915,979.1
2021S051235061089,733150,979.25
2021S051235061090,734435,979.19
2021S051235061091,735040,979.13
2021S051235061092,735880,978.94
2021S051235061094,734805,978.98
2021S051235061097,735270,978.82
2021S051235061098,733825,979.07
2021S051235061100,733525,979.16
2021S051235061101,733525,979.16
2021S051235061102,734075,979
2021S051235061103,734430,979.01
2021S051235061104,735270,978.82
2021S051235061105,734915,978.81
2021S051235061106,734465,978.8
2021S051235061107,734930,978.8
2021S051235061108,735295,978.72
2021S051235061113,711695,983.09
2021S051235061114,710960,983.01
2021S051235061115,710265,983.32
2021S051235061116,710265,983.32
2021S051235061117,709725,983.73
2021S051235061118,708065,984.57
2021S051235061119,707705,985
2021S051235061120,709275,984.04
2021S051235061121,709865,984.12
2021S051235061122,706135,985.58
2021S051235061123,706205,985.21
2021S051235061124,705600,985.41
2021S051235061125,791790,973.11
2021S051235061126,789435,973.91
2021S051235061127,793315,972.75
2021S051235061128,793600,972.85
2021S051235061129,797345,972.39
2021S051235061130,798495,972.6
2021S051235061131,800090,971.97
2021S051235061132,796965,973.08
2021S051235061133,804650,970.58
2021S051235061134,804395,971
2021S051235061135,816435,969.5
2021S051235061136,813450,970.69
2021S051235061137,814995,970.3
2021S051235061138,812765,970.86
2021S051235061140,817525,972.51
2021S051235061141,810875,970.92
2021S051235061142,795795,972.39
2021S051235061143,809350,971.26
2021S051235061144,805060,971.66
2021S051235061145,806035,971.42
2021S051235061146,804075,971.91
2021S051235061147,806895,971.29
2021S051235061148,803570,971.87
2021S051235061149,803390,971.95
2021S051235061150,747695,978.58
2021S051235061151,748935,978.54
2021S051235061152,748935,978.54
2021S051235061153,747695,978.58
2021S051235061154,747570,978.6
2021S051235061155,747570,978.6
2021S051235061156,747315,978.49
2021S051235061157,746640,978.66
2021S051235061158,745840,978.6
2021S051235061159,745840,978.6
2021S051235061160,721220,1003.23
2021S051235061161,742620,992.39
2021S051235061171,738025,978.79
2021S051235061174,737875,978.84
2021S051235061175,736915,978.75
2021S051235061178,737020,978.78
2021S051235061179,736155,978.84
2021S051235061180,737010,978.9
2021S051235061181,736155,978.84
2021S051235061182,735555,979.03
2021S051235061183,735555,979.03
2021S051235061184,735315,979.04
2021S051235061185,734710,979.1
2021S051235061186,734710,979.1
2021S051235061188,735305,979.26
2021S051235061189,736410,979.08
2021S051235061190,737010,978.9
2021S051235061191,736410,979.08
2021S051235061192,737020,978.78
2021S051235061193,737020,978.78
2021S051235061194,737280,978.67
2021S051235061195,738025,978.79
2021S051235061196,738025,978.79
2021S051235061197,738025,978.79
2021S051235061198,738140,978.73
2021S051235061201,739560,978.56
2021S051235061202,739560,978.56
2021S051235061203,740535,978.51
2021S051235061204,739965,978.34
2021S051235061208,739600,978.64
2021S051235061209,739695,978.55
2021S051235061210,739600,978.64
2021S051235061213,739815,978.37
2021S051235061214,739815,978.37
2021S051235061215,739720,978.46
2021S051235061222,725990,980.71
2021S051235061225,725780,980.69
2021S051235061227,718095,982.28
2021S051235061228,719205,981.95
2021S051235061229,714085,982.44
2021S051235061230,714085,982.44
2021S051235061231,714280,982.48
2021S051235061232,714065,982.47
2021S051235061233,713870,982.44
2021S051235061234,713870,982.44
2021S051235061235,714535,982.43
2021S051235061236,714535,982.43
2021S051235061237,714815,982.29
2021S051235061238,714280,982.48
2021S051235061239,715065,982.36
2021S051235061240,715065,982.36
2021S051235061241,714815,982.29
2021S051235061242,714815,982.29
2021S051235061243,714535,982.43
2021S051235061247,722020,980.59
2021S051235061248,728425,979.75
2021S051235061249,730385,979.75
2021S051235061250,727475,980.29
2021S051235061251,721270,981.13
2021S051235061252,731785,979.22
2021S051235061253,735645,978.79
2021S051235061254,740380,978.31
2021S051235061256,737875,978.84
2021S051235061257,734580,979.42
2021S051235061261,725295,981.04
2021S051235061263,724730,981.01
2021S051235061264,723445,980.37
2021S051235061266,712365,982.82
2021S051235061267,746885,978.53
2021S051235061268,740735,978.28
2021S051235061269,738200,978.65
2021S051235061270,745840,978.6
2021S051235061271,756185,979.83
2021S051235061272,753415,978.27
2021S051235061273,711125,982.79
2021S051235061279,735555,979.03
2021S051235061280,736745,978.87
2021S051235061281,738570,978.76
2021S051235061282,727150,980.17
2021S051235061284,729985,979.92
2021S051235061285,737020,978.78
2021S051235061286,711700,982.79
2021S051235061287,737195,978.93
2021S051235061288,740725,978.36
2021S051235061289,739560,978.56
2021S051235061290,755840,979.28
2021S051235061291,722645,981.2
2021S051235061292,723160,981.32
2021S051235061293,723820,981.22
2021S051235061294,740050,978.52
2021S051235061295,720295,981.43
2021S051235061296,709270,983.74
2021S051235061297,709590,983.59
2021S051235061298,710335,983.5
2021S051235061299,709790,983.75
2021S051235061300,736510,978.73
2021S051235061301,736510,978.73
2021S051235061302,737195,978.93
2021S051235061303,737195,978.93
2021S051235061304,801935,974.43
2021S051235061305,803940,974.15
2021S051235061306,804025,973.33
2021S051235061307,720690,981.45
2021S051235061308,721025,981.35
2021S051235061309,710155,983.36
2021S051235061310,710155,983.36
2021S051235061311,709000,983.91
2021S051235061312,709320,983.75
2021S051235061313,709590,983.59
2021S051235061314,709590,983.59
2021S051235061315,723225,980.43
2021S051235061316,723780,980.4
2021S051235061317,723780,980.4
2021S051235061318,723640,980.33
2021S051235061319,726405,980.29
2021S051235061320,726405,980.29
2021S051235061321,721275,981.41
2021S051235061322,720405,981.44
2021S051235061323,740200,978.48
2021S051235061325,712085,982.74
2021S051235061326,712310,982.6
2021S051235061327,712310,982.6
2021S051235061328,712310,982.6
2021S051235061329,712310,982.6
2021S051235061331,712310,982.6
2021S051235061332,712310,982.6
2021S051235061333,711735,982.61
2021S051235061334,717320,982.08
2021S051235061335,718160,982.18
2021S051235061336,718160,982.18
2021S051235061337,717770,982.07
2021S051235061338,718160,982.18
2021S051235061339,721710,981.79
2021S051235061340,721910,981.68
2021S051235061341,723165,981.44
2021S051235061342,722855,981.57
2021S051235061343,725545,980.76
2021S051235061344,725545,980.76
2021S051235061345,725545,980.76
2021S051235061346,725545,980.76
2021S051235061347,725545,980.76
2021S051235061348,718615,981.63
2021S051235061349,718425,981.67
2021S051235061350,718425,981.67
2021S051235061351,718615,981.63
2021S051235061352,719385,981.69
2021S051235061354,720160,981.55
2021S051235061355,719920,981.61
2021S051235061356,719005,981.74
2021S051235061357,719795,981.7
2021S051235061358,718615,981.63
2021S051235061361,722410,981.44
2021S051235061362,722695,981.4
2021S051235061363,722695,981.4
2021S051235061364,722965,981.36
2021S051235061365,722285,981.39
2021S051235061366,722000,981.44
2021S051235061367,738240,992.05
2021S051235061368,739385,991.71
2021S051235061369,740785,990.7
2021S051235061370,739890,991.32
2021S051235061371,742405,989.82
2021S051235061372,741865,990.34
2021S051235061373,742390,988.94
2021S051235061374,741980,988.55
2021S051235061375,747215,987.27
2021S051235061376,748220,987.04
2021S051235061377,751830,986.17
2021S051235061378,753495,986
2021S051235061379,759335,986.46
2021S051235061380,760880,986.43
2021S051235061381,773090,984.69
2021S051235061382,764480,985.31
2021S051235061383,757905,986.67
2021S051235061384,753260,985.71
2021S051235061385,749725,986.38
2021S051235061386,744970,977.64
2021S051235061387,741155,978.38
2021S051235061388,741155,978.38
2021S051235061389,739885,978.49
2021S051235061390,740065,978.41
2021S051235061391,739815,978.38
2021S051235061393,738500,978.61
2021S051235061394,738500,978.61
2021S051235061395,738275,978.66
2021S051235061396,738595,978.65
2021S051235061398,738820,978.6
2021S051235061399,738820,978.6
2021S051235061400,738820,978.6
2021S051235061401,739065,978.57
2021S051235061403,738840,978.62
2021S051235061404,741610,979.43
2021S051235061406,741325,979.48
2021S051235061410,739625,979.43
2021S051235061411,736520,978.67
2021S051235061412,736690,978.62
2021S051235061413,737435,978.77
2021S051235061414,737435,978.77
2021S051235061415,737435,978.77
2021S051235061416,736690,978.62
2021S051235061417,736370,978.64
2021S051235061418,737115,978.78
2021S051235061419,738040,978.73
2021S051235061420,738040,978.73
2021S051235061421,738040,978.73
2021S051235061422,738325,978.68
2021S051235061423,738040,978.73
2021S051235061424,738285,978.7
2021S051235061427,736200,978.68
2021S051235061428,735420,979.04
2021S051235061442,728480,979.72
2021S051235061443,728605,979.54
2021S051235061444,726475,980.01
2021S051235061445,727515,979.91
2021S051235061446,728510,979.69
2021S051235061447,727330,980.04
2021S051235061448,727065,980.09
2021S051235061449,724585,980.23
2021S051235061450,723705,980.25
2021S051235061451,724905,980.08
2021S051235061452,724905,980.08
2021S051235061453,723855,980.26
2021S051235061454,719215,981.11
2021S051235061455,721055,980.99
2021S051235061456,722020,980.97
2021S051235061457,721105,981.16
2021S051235061458,718645,981.68
2021S051235061459,718075,982.47
2021S051235061460,725085,980.69
2021S051235061461,719725,982.41
2021S051235061462,728890,982.7
2021S051235061463,740095,981.11
2021S051235061464,760360,976.78
2021S051235061465,765580,976.09
2021S051235061466,761780,976.7
2021S051235061467,773265,975.6
2021S051235061468,775415,975.15
2021S051235061469,765205,976.23
2021S051235061470,776880,974.67
2021S051235061471,748715,978.47
2021S051235061472,783105,974.8
2021S051235061473,739810,979.29
2021S051235061474,734805,980.23
